product,reviewer,city,state,rating,review,review_type
Turmeric + Red Chilli,Sample Customer 001,Goa,Goa,5,The flavour is quite natural and not overpowering. Handy combination for everyday sabzi and curry. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 002,New Delhi,Delhi,5,Good option for everyday Indian cooking. Handy combination for everyday sabzi and curry. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 003,Jammu,Jammu & Kashmir,5,"The pack was properly sealed and easy to store. The chilli adds colour and heat while turmeric gives the familiar earthy note. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 004,Indore,Madhya Pradesh,5,Tried this for the first time and the quality surprised me. Handy combination for everyday sabzi and curry. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 005,Bengaluru,Karnataka,5,Good option for everyday Indian cooking. The chilli adds colour and heat while turmeric gives the familiar earthy note. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 006,Visakhapatnam,Andhra Pradesh,5,The flavour is quite natural and not overpowering. Useful pair to keep in the kitchen. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 007,Jodhpur,Rajasthan,4,Packaging was neat and the product reached me in good condition. Useful pair to keep in the kitchen. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 008,Shimla,Himachal Pradesh,5,I liked the freshness of the powder. Useful pair to keep in the kitchen. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 009,Nagpur,Maharashtra,5,Good option for everyday Indian cooking. The chilli adds colour and heat while turmeric gives the familiar earthy note. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 010,Guwahati,Assam,5,I was mainly looking for a fresh spice and this did the job. Useful pair to keep in the kitchen. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 011,Vijayawada,Andhra Pradesh,3,I was mainly looking for a fresh spice and this did the job. Handy combination for everyday sabzi and curry. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 012,Jaipur,Rajasthan,5,Good option for everyday Indian cooking. Handy combination for everyday sabzi and curry. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 013,Dehradun,Uttarakhand,5,The taste felt balanced in the dishes I made. Handy combination for everyday sabzi and curry. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 014,Pune,Maharashtra,4,Good option for everyday Indian cooking. The chilli adds colour and heat while turmeric gives the familiar earthy note. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 015,Patna,Bihar,5,I liked the freshness of the powder. Useful pair to keep in the kitchen. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 016,Thiruvananthapuram,Kerala,5,The pack was properly sealed and easy to store. Handy combination for everyday sabzi and curry. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 017,Chandigarh,Chandigarh,5,I was mainly looking for a fresh spice and this did the job. Useful pair to keep in the kitchen. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 018,Varanasi,Uttar Pradesh,5,The aroma was noticeable as soon as I opened the pack. Useful pair to keep in the kitchen. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 019,Mumbai,Maharashtra,5,I was mainly looking for a fresh spice and this did the job. The chilli adds colour and heat while turmeric gives the familiar earthy note. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 020,Ranchi,Jharkhand,5,The taste felt balanced in the dishes I made. The chilli adds colour and heat while turmeric gives the familiar earthy note. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 021,Kochi,Kerala,4,I have been using this in everyday cooking and it has worked well. The chilli adds colour and heat while turmeric gives the familiar earthy note. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 022,Ludhiana,Punjab,3,The taste felt balanced in the dishes I made. The chilli adds colour and heat while turmeric gives the familiar earthy note. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 023,Lucknow,Uttar Pradesh,5,Packaging was neat and the product reached me in good condition. Useful pair to keep in the kitchen. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 024,Surat,Gujarat,5,I liked the freshness of the powder. Useful pair to keep in the kitchen. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 025,Bhubaneswar,Odisha,5,The aroma was noticeable as soon as I opened the pack. The chilli adds colour and heat while turmeric gives the familiar earthy note. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 026,Coimbatore,Tamil Nadu,5,Bought this along with a few other Dishu products. The chilli adds colour and heat while turmeric gives the familiar earthy note. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 027,Amritsar,Punjab,5,I liked the freshness of the powder. Handy combination for everyday sabzi and curry. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 028,Noida,Uttar Pradesh,4,"Tried this for the first time and the quality surprised me. Useful pair to keep in the kitchen. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 029,Ahmedabad,Gujarat,5,Packaging was neat and the product reached me in good condition. Useful pair to keep in the kitchen. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 030,Kolkata,West Bengal,5,I liked the freshness of the powder. Useful pair to keep in the kitchen. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 031,Chennai,Tamil Nadu,5,Bought this along with a few other Dishu products. Handy combination for everyday sabzi and curry. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 032,Raipur,Chhattisgarh,5,The flavour is quite natural and not overpowering. Useful pair to keep in the kitchen. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 033,Gurugram,Haryana,3,"The taste felt balanced in the dishes I made. Handy combination for everyday sabzi and curry. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 034,Srinagar,Jammu & Kashmir,5,This has become a regular item in my kitchen. The chilli adds colour and heat while turmeric gives the familiar earthy note. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 035,Bhopal,Madhya Pradesh,4,"Tried this for the first time and the quality surprised me. Handy combination for everyday sabzi and curry. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 036,Hyderabad,Telangana,5,This has become a regular item in my kitchen. The chilli adds colour and heat while turmeric gives the familiar earthy note. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 037,Goa,Goa,5,Bought this along with a few other Dishu products. The chilli adds colour and heat while turmeric gives the familiar earthy note. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 038,New Delhi,Delhi,5,"I have been using this in everyday cooking and it has worked well. Useful pair to keep in the kitchen. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 039,Jammu,Jammu & Kashmir,5,"Packaging was neat and the product reached me in good condition. The chilli adds colour and heat while turmeric gives the familiar earthy note. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 040,Indore,Madhya Pradesh,5,This has become a regular item in my kitchen. Useful pair to keep in the kitchen. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 041,Bengaluru,Karnataka,5,The pack was properly sealed and easy to store. Handy combination for everyday sabzi and curry. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 042,Visakhapatnam,Andhra Pradesh,4,Good option for everyday Indian cooking. Useful pair to keep in the kitchen. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 043,Jodhpur,Rajasthan,5,The pack was properly sealed and easy to store. The chilli adds colour and heat while turmeric gives the familiar earthy note. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 044,Shimla,Himachal Pradesh,3,The flavour is quite natural and not overpowering. The chilli adds colour and heat while turmeric gives the familiar earthy note. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 045,Nagpur,Maharashtra,5,This has become a regular item in my kitchen. Handy combination for everyday sabzi and curry. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 046,Guwahati,Assam,5,"The aroma was noticeable as soon as I opened the pack. Handy combination for everyday sabzi and curry. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 047,Vijayawada,Andhra Pradesh,5,Tried this for the first time and the quality surprised me. Useful pair to keep in the kitchen. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 048,Jaipur,Rajasthan,5,"The pack was properly sealed and easy to store. The chilli adds colour and heat while turmeric gives the familiar earthy note. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 049,Dehradun,Uttarakhand,4,The flavour is quite natural and not overpowering. Useful pair to keep in the kitchen. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 050,Pune,Maharashtra,5,The taste felt balanced in the dishes I made. The chilli adds colour and heat while turmeric gives the familiar earthy note. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 051,Patna,Bihar,5,Packaging was neat and the product reached me in good condition. The chilli adds colour and heat while turmeric gives the familiar earthy note. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 052,Thiruvananthapuram,Kerala,5,"The taste felt balanced in the dishes I made. The chilli adds colour and heat while turmeric gives the familiar earthy note. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 053,Chandigarh,Chandigarh,5,The aroma was noticeable as soon as I opened the pack. Useful pair to keep in the kitchen. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 054,Varanasi,Uttar Pradesh,5,I was mainly looking for a fresh spice and this did the job. Handy combination for everyday sabzi and curry. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 055,Mumbai,Maharashtra,3,"Tried this for the first time and the quality surprised me. Handy combination for everyday sabzi and curry. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 056,Ranchi,Jharkhand,4,Packaging was neat and the product reached me in good condition. Handy combination for everyday sabzi and curry. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 057,Kochi,Kerala,5,I was mainly looking for a fresh spice and this did the job. Useful pair to keep in the kitchen. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 058,Ludhiana,Punjab,5,"The pack was properly sealed and easy to store. Handy combination for everyday sabzi and curry. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 059,Lucknow,Uttar Pradesh,5,The aroma was noticeable as soon as I opened the pack. Useful pair to keep in the kitchen. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 060,Surat,Gujarat,5,Bought this along with a few other Dishu products. The chilli adds colour and heat while turmeric gives the familiar earthy note. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 061,Bhubaneswar,Odisha,5,"Good option for everyday Indian cooking. The chilli adds colour and heat while turmeric gives the familiar earthy note. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 062,Coimbatore,Tamil Nadu,5,"This has become a regular item in my kitchen. Useful pair to keep in the kitchen. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 063,Amritsar,Punjab,4,The taste felt balanced in the dishes I made. Useful pair to keep in the kitchen. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 064,Noida,Uttar Pradesh,5,Packaging was neat and the product reached me in good condition. The chilli adds colour and heat while turmeric gives the familiar earthy note. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 065,Ahmedabad,Gujarat,5,Packaging was neat and the product reached me in good condition. The chilli adds colour and heat while turmeric gives the familiar earthy note. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 066,Kolkata,West Bengal,3,I have been using this in everyday cooking and it has worked well. Handy combination for everyday sabzi and curry. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli,Sample Customer 067,Chennai,Tamil Nadu,5,Tried this for the first time and the quality surprised me. Useful pair to keep in the kitchen. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 001,Ludhiana,Punjab,5,This has become a regular item in my kitchen. These three cover a lot of my everyday cooking needs. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 002,Lucknow,Uttar Pradesh,5,"Good option for everyday Indian cooking. Convenient set for making a curry base from scratch. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 003,Surat,Gujarat,5,"The pack was properly sealed and easy to store. I used all three in different dishes and liked the overall flavour. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 004,Bhubaneswar,Odisha,5,The flavour is quite natural and not overpowering. I used all three in different dishes and liked the overall flavour. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 005,Coimbatore,Tamil Nadu,5,Good option for everyday Indian cooking. I used all three in different dishes and liked the overall flavour. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 006,Amritsar,Punjab,5,"Packaging was neat and the product reached me in good condition. These three cover a lot of my everyday cooking needs. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 007,Noida,Uttar Pradesh,4,"The aroma was noticeable as soon as I opened the pack. These three cover a lot of my everyday cooking needs. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 008,Ahmedabad,Gujarat,5,The flavour is quite natural and not overpowering. Convenient set for making a curry base from scratch. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 009,Kolkata,West Bengal,5,Tried this for the first time and the quality surprised me. These three cover a lot of my everyday cooking needs. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 010,Chennai,Tamil Nadu,5,"I liked the freshness of the powder. These three cover a lot of my everyday cooking needs. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 011,Raipur,Chhattisgarh,3,"I liked the freshness of the powder. Convenient set for making a curry base from scratch. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 012,Gurugram,Haryana,5,I have been using this in everyday cooking and it has worked well. I used all three in different dishes and liked the overall flavour. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 013,Srinagar,Jammu & Kashmir,5,"I have been using this in everyday cooking and it has worked well. I used all three in different dishes and liked the overall flavour. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 014,Bhopal,Madhya Pradesh,4,Bought this along with a few other Dishu products. These three cover a lot of my everyday cooking needs. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 015,Hyderabad,Telangana,5,Bought this along with a few other Dishu products. These three cover a lot of my everyday cooking needs. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 016,Goa,Goa,5,"I have been using this in everyday cooking and it has worked well. These three cover a lot of my everyday cooking needs. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 017,New Delhi,Delhi,5,The flavour is quite natural and not overpowering. Convenient set for making a curry base from scratch. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 018,Jammu,Jammu & Kashmir,5,The aroma was noticeable as soon as I opened the pack. I used all three in different dishes and liked the overall flavour. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 019,Indore,Madhya Pradesh,5,The flavour is quite natural and not overpowering. I used all three in different dishes and liked the overall flavour. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 020,Bengaluru,Karnataka,5,The pack was properly sealed and easy to store. These three cover a lot of my everyday cooking needs. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 021,Visakhapatnam,Andhra Pradesh,4,"The taste felt balanced in the dishes I made. Convenient set for making a curry base from scratch. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 022,Jodhpur,Rajasthan,3,"This has become a regular item in my kitchen. Convenient set for making a curry base from scratch. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 023,Shimla,Himachal Pradesh,5,Good option for everyday Indian cooking. Convenient set for making a curry base from scratch. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 024,Nagpur,Maharashtra,5,I was mainly looking for a fresh spice and this did the job. These three cover a lot of my everyday cooking needs. It worked nicely in home-style cooking.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 025,Guwahati,Assam,5,"I liked the freshness of the powder. I used all three in different dishes and liked the overall flavour. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 026,Vijayawada,Andhra Pradesh,5,I have been using this in everyday cooking and it has worked well. I used all three in different dishes and liked the overall flavour. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 027,Jaipur,Rajasthan,5,"This has become a regular item in my kitchen. These three cover a lot of my everyday cooking needs. Overall, a pleasant purchase.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 028,Dehradun,Uttarakhand,4,The flavour is quite natural and not overpowering. Convenient set for making a curry base from scratch. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 029,Pune,Maharashtra,5,Bought this along with a few other Dishu products. These three cover a lot of my everyday cooking needs. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 030,Patna,Bihar,5,The aroma was noticeable as soon as I opened the pack. Convenient set for making a curry base from scratch. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 031,Thiruvananthapuram,Kerala,5,The taste felt balanced in the dishes I made. Convenient set for making a curry base from scratch. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 032,Chandigarh,Chandigarh,5,I have been using this in everyday cooking and it has worked well. Convenient set for making a curry base from scratch. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 033,Varanasi,Uttar Pradesh,3,I was mainly looking for a fresh spice and this did the job. These three cover a lot of my everyday cooking needs. Used it in dal and sabzi and liked the result.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 034,Mumbai,Maharashtra,5,The pack was properly sealed and easy to store. I used all three in different dishes and liked the overall flavour. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 035,Ranchi,Jharkhand,4,"I have been using this in everyday cooking and it has worked well. Convenient set for making a curry base from scratch. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 036,Kochi,Kerala,5,"Good option for everyday Indian cooking. I used all three in different dishes and liked the overall flavour. So far, a good experience.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 037,Ludhiana,Punjab,5,Good option for everyday Indian cooking. I used all three in different dishes and liked the overall flavour. I would be comfortable buying this again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 038,Lucknow,Uttar Pradesh,5,Bought this along with a few other Dishu products. I used all three in different dishes and liked the overall flavour. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 039,Surat,Gujarat,5,The taste felt balanced in the dishes I made. I used all three in different dishes and liked the overall flavour. Would consider ordering it again.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 040,Bhubaneswar,Odisha,5,I have been using this in everyday cooking and it has worked well. Convenient set for making a curry base from scratch. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 041,Coimbatore,Tamil Nadu,5,Packaging was neat and the product reached me in good condition. I used all three in different dishes and liked the overall flavour. The quality felt consistent across the pack.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 042,Amritsar,Punjab,4,Packaging was neat and the product reached me in good condition. I used all three in different dishes and liked the overall flavour. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 043,Noida,Uttar Pradesh,5,The aroma was noticeable as soon as I opened the pack. I used all three in different dishes and liked the overall flavour. Good addition to the kitchen shelf.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 044,Ahmedabad,Gujarat,3,I have been using this in everyday cooking and it has worked well. Convenient set for making a curry base from scratch. Happy with the first order.,SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
Turmeric + Red Chilli + Coriander,Sample Customer 045,Kolkata,West Bengal,5,"The taste felt balanced in the dishes I made. These three cover a lot of my everyday cooking needs. Simple product, good flavour, and useful for daily meals.",SYNTHETIC SAMPLE — NOT A REAL CUSTOMER REVIEW
